idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2476,3701,"March 24th 2021, 9:39:31.447","March 24th 2021, 9:39:28.000",-3447,0x5127756e308106ae1b2cd754e7dc46565f9f734520557892669b6a1ad1107af7,0x4c47fcaf7f4ced32f9591beecabe48fd48166fd410655e38edf8b55109242446,266,1156948,1156948,1000,1768,1616632768,1
1591,5685,"March 24th 2021, 9:39:35.860","March 24th 2021, 9:39:31.000",-4860,0xab0bc7448496bb3b7ad1e8f55433704fc223bb46771a8475a145b1de97d57df5,0x873c1f6c5800049a2179104dc749dd11c1f8154f2d77d6e5c7f4c7c71aad1ae4,267,1218845,1218845,1000,1380,1616632771,1
1158,4821,"March 24th 2021, 9:39:40.659","March 24th 2021, 9:39:35.000",-5659,0x67a115e8a8981d589741a5b7849d95a184e32363430bcf7ed0ba652a239b7b3c,0x1105c385e211a50abcf7cb58ca39b43e5787bb33fa133349d75a1810044b71d2,268,281594,281594,1000,1085,1616632775,1
1507,3116,"March 24th 2021, 9:39:44.637","March 24th 2021, 9:39:40.000",-4637,0xa63e626c2c748b8a69568a2bc51a9f0fa90e4543d794f192331a588c5395eaad,0xc8c1925757c8781bb71bf635a8915604852b918409147a139dec781b03150791,269,1218581,1218581,1000,1389,1616632780,1
1774,3235,"March 24th 2021, 9:39:47.836","March 24th 2021, 9:39:44.000",-3836,0xf9397980967201fe646cfd2e0d3571fc14061a6a80f227fc3bc3a111220913d6,0x9b9700a51be97d3f6671a826afbab1271faca7c2fe60ec869b02de18d7963174,270,326474,326474,1000,1649,1616632784,1
1023,5508,"March 24th 2021, 9:39:50.608","March 24th 2021, 9:39:47.000",-3608,0x28b019f5dec26ae1becd692ced334a0bbd09a39cec9a8f648a3389ea75fcde87,0x429efa7b1a155e422869e1d95fa79b49f187ed628a358f644b7299f097bf1aa9,271,765892,765892,1000,1083,1616632787,1
1903,3290,"March 24th 2021, 9:39:53.642","March 24th 2021, 9:39:50.000",-3642,0x9538c7a257f1993d60966d1142584cd2985f260992d17ed15e21a58c33f88677,0x41da540b9d5672b7ae7f1f9d5f0702e517d23384a35d70567758fe8e13c91a78,272,971582,971582,1000,1376,1616632790,1
1206,5110,"March 24th 2021, 9:39:57.121","March 24th 2021, 9:39:53.000",-4121,0xdf384f6767df90f90316b7105139a37f8ab7f7a80c76f349b2eb3cee57f6ec31,0x93a20b9695c36a166fee93f96907b27e618d643965cb77e96e85120b4cde0229,273,1136336,1136336,1000,1376,1616632793,1
2419,4028,"March 24th 2021, 9:39:57.121","March 24th 2021, 9:39:57.000",-121,0x43e3615a0fc32cae199274f93fadc4dbb194f995e9d1b67c119769c332d6cf25,0x0f2cf7350722023a0e0f31fc99074790a2a33119ba13769d9de8b3504c87ea0b,274,765868,765868,1000,1376,1616632797,1
2443,3101,"March 24th 2021, 9:39:57.121","March 24th 2021, 9:39:59.000",1879,0xf4f92e8f15732eaab4b70736ac88630f41cc5c1686a3e17841682efa1126de8b,0x0c8445a6555bba33aed6583199d0dd0dd04f3802b613e1741e3ee2f6d91f5cd2,275,951222,951222,1000,1376,1616632799,1
