idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2681,4515,"March 24th 2021, 9:36:49.796","March 24th 2021, 9:36:45.000",-4796,0xee694fb6efcf2febeaa41c0442d1745fb1f381b93f94bfb2c57c7b8d0382cc01,0x00c6ae33fa1445697275d9110979d5563c8214d07ba6d20c3136c9ea70659e33,226,1239421,1239421,1000,1489,1616632605,1
2492,3255,"March 24th 2021, 9:36:53.292","March 24th 2021, 9:36:49.000",-4292,0xea2abb7e394994e3f457e9e96e1ee734b0ee47458481af81a4f81c5faf3f1068,0x5d5dd76e99eb7f951204765f1d5a2ba3d0d5ad976d82c465d35c42ffb0313d84,227,1074751,1074751,1000,1892,1616632609,1
2123,3351,"March 24th 2021, 9:36:56.851","March 24th 2021, 9:36:53.000",-3851,0xd9b1189c67f1e9e86c48d82490862ae744a059fdf64858ce8f18226b04629357,0x39fee5bded1502c3e5429abaff5d0c0d83380618ac22d16d72e9958ca8e85502,228,1115844,1115844,1000,1419,1616632613,1
2374,4750,"March 24th 2021, 9:37:00.368","March 24th 2021, 9:36:56.000",-4368,0xd2d1fc8faa811e3fc91d6b49c2a20bae498c0e3c4a1f04a9378bfb2feabae0a8,0x228c1a2ff5938e2fbe5a45f7563e1dff2b44efdea4fb02edf44bdef08786e289,229,1033395,1033395,1000,1305,1616632616,1
1674,3519,"March 24th 2021, 9:37:04.330","March 24th 2021, 9:37:00.000",-4330,0x2b9afceb871f7234679594976529719abef03a1a36d9d5a545f7423873c197ee,0xe796bc613f04bb3c0357ab609f9c495826c949bfbfe6eeb959530b0900eaed93,230,1300886,1300886,1000,1370,1616632620,1
1042,5704,"March 24th 2021, 9:37:07.683","March 24th 2021, 9:37:04.000",-3683,0xcc7ac788ab1a748e5aadfe991c270b98d6019499cbaaeed90c91c24af4016bb9,0xc700ef01f281b0966b4a62409f70d6278414eeb3afcedb0bc6320c4fa8b0ffd5,231,992146,992146,1000,1340,1616632624,1
2793,3230,"March 24th 2021, 9:37:11.273","March 24th 2021, 9:37:07.000",-4273,0x9892701231a1490b23a6068dabe1f23c35abcd81481f963f244e2a017d8cddc8,0x3cb37d7745836754f1d17ed3212fc1ba25e5697208c728a6d3ba09423fdf2019,232,909962,909962,1000,1769,1616632627,1
1852,4441,"March 24th 2021, 9:37:14.327","March 24th 2021, 9:37:11.000",-3327,0xe76069c010842dbfeb70ad5e2bd44cb029834cedbe4381acae71186ef02e4b75,0xedf4cb083a96336d5f637365e91736a048919aedc5125fd5d5bc6ab88e1e56b1,233,951150,951150,1000,1769,1616632631,1
2599,5025,"March 24th 2021, 9:37:14.327","March 24th 2021, 9:37:14.000",-327,0x926c7b24a3691bc493353ddb939e5c40735c7dd3942ca57bf03d5e2073ba7ce9,0x246555aed1a2d90123c68a7d2aa9952d653431ff710c07ee7f50f2bc1bb03977,234,930586,930586,1000,1769,1616632634,1
1967,4215,"March 24th 2021, 9:37:14.327","March 24th 2021, 9:37:16.000",1673,0xd9e80c969376576fe4b7eaae8d590d83e1f2b2a39b0d710672b31885ddd1e485,0x483818dfdb9f82526b9301df56acde689bcbf55bc841570644ea6758685c0044,235,1218593,1218593,1000,1769,1616632636,1
