idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2899,4277,"April 5th 2021, 9:24:41.266","April 5th 2021, 9:24:38.000",-3266,0x9fcf161fe246cad38dc115e4fc62652130803d07d7b3807da0a714b6da28741c,0xaa1070ac96530d968624da8bf95ef2e6cad539ae14c2bb7553d2cbf4dccbaf09,212,1136216,1136216,1000,1315,1617668678,1
2681,4982,"April 5th 2021, 9:24:43.971","April 5th 2021, 9:24:41.000",-2971,0x66d20de5a6c5b1d26f3aaad64052c904ebf8fedd6d36a4e0c6e73dc80da64e9b,0xd3504b38626750cf736f5a4066c343e167ebf8844bfef2595af9f8791c8084b7,213,786348,786348,1000,1226,1617668681,1
2925,3436,"April 5th 2021, 9:24:47.175","April 5th 2021, 9:24:43.000",-4175,0xb5a472d3663fed6dcec2a42fbd00ff34e3eed227f3cbc232400edbb9139b4d52,0x9974afefb29ad13a0c5aa8dfd0701d24113ea7ae3561eb18d5b0f99bbf6825fd,214,992374,992374,1000,1609,1617668683,1
1630,3971,"April 5th 2021, 9:24:50.340","April 5th 2021, 9:24:47.000",-3340,0x919bb8e2e410b32eb4ac03a78552e448eaca77c820c2470a1c035cae171ec2f1,0x79e0986101f8a7ce0d987a9a7acde4e320c690f2144ce1519e5abd560bc4f6b5,215,930286,930286,1000,1582,1617668687,1
2213,3369,"April 5th 2021, 9:24:53.622","April 5th 2021, 9:24:50.000",-3622,0x7e0d74960bf8a1c8a5834393c5dfaa49ba05e4b91d463c184c24fb1e015b19f6,0x4d871fe5e8858aff0f28dc1b1a5c0528d9c441ef4c1442be638ba370db0972f6,216,868605,868605,1000,1966,1617668690,1
2452,5139,"April 5th 2021, 9:24:57.447","April 5th 2021, 9:24:53.000",-4447,0x8915ea5c164dd004b48d6181f2421ccc357ba98021d88d3806f00795dd00c627,0x420fef7995bcb7789764989e4ad7116080ac15398f25f91cfcdb72270cf083d4,217,1115652,1115652,1000,1552,1617668693,1
2427,5709,"April 5th 2021, 9:25:00.718","April 5th 2021, 9:24:57.000",-3718,0x3f6f80b892b506684faf1dfe61ea2b8915159822abc5906f8ca11d7b722269a2,0xcc23abaa17b358deaf49d61d9628d2e834725412b7f45881c8c53b26c78bd2d6,218,1095124,1095124,1000,1184,1617668697,1
1149,4095,"April 5th 2021, 9:25:05.687","April 5th 2021, 9:25:00.000",-5687,0x90496b4e6ce61d5d8da48733f3d7ed86643af2cf29ab56e5a30a1cc9b5f85660,0x615855e103f524ad4349b6d28f2f90846b739da7f8a11b427986685128d773f5,219,757183,757183,1000,1184,1617668700,1
1605,4784,"April 5th 2021, 9:25:05.687","April 5th 2021, 9:25:05.000",-687,0xbeedbc71c41208e61eeb57b1f0dc3b49e2b16be424ef6e9e2b8c14c0b4afc884,0xa7a6d01c3562c8a32046799e0aa27e9b69a369164cd19c31b9c8bbf17d1c7ee7,220,1074559,1074559,1000,1184,1617668705,1
2211,3549,"April 5th 2021, 9:25:05.687","April 5th 2021, 9:25:09.000",3313,0xb72710876cfdecaa463e9d7d3c8cc710a42ea52d035e14542240fae55d8cf093,0x2727a8633aaea4258cedb3165ed6f34a9dcaf589182c1d71e0818d2cc4bd46ee,221,827693,827693,1000,1184,1617668709,1
