idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2160,3232,"April 5th 2021, 9:11:06.673","April 5th 2021, 9:11:04.000",-2673,0x63dffcf912f22c89d2a66ee4db8b5a1df7b85911afe8250411e78df47c0f3c8f,0x8f295b2830d7c21b90da2464e6c97e5cf80d868d63593e36177631c4eb257140,2,847981,847981,1000,1895,1617667864,1
1281,3262,"April 5th 2021, 9:11:09.092","April 5th 2021, 9:11:06.000",-3092,0x3f0286515daf51389414a58ee793d71c59975e7fe4ad00d8edcbc0dfd6bc3686,0x4e9d7a56c484fa09253c625bd808f5183b43860182810ae5c38e62ee2e4c9448,3,971558,971558,1000,1547,1617667866,1
2442,4755,"April 5th 2021, 9:11:11.689","April 5th 2021, 9:11:09.000",-2689,0x8bd47eb8b6aef79ac0f457d28c8218845eb4b77a9886d7e31c473e6caa86573d,0x48996a4d292a1372e17517ade0782227543de945589e96e106dd1e3ea9db0077,4,1177537,1177537,1000,1911,1617667869,1
1710,5324,"April 5th 2021, 9:11:14.942","April 5th 2021, 9:11:11.000",-3942,0xc9445323c49fd834cdf1398900e1b08e93aa23cc93858517c50ec2bb5d43885a,0x18483be546b8c21fafdb63f2a6f93ad0a462893161d0f86d43e61af75acbc4ef,5,1300922,1300922,1000,1205,1617667871,1
1249,3667,"April 5th 2021, 9:11:17.711","April 5th 2021, 9:11:15.000",-2711,0x18d0863f39d3ff89f00d518766ec195131f0ea18425644a2ce502f07cb1135f0,0xf7a0f96027a17333cde6bb0f8022f68d9f18a731b31aeb07fd6542abdd927ef2,6,1074499,1074499,1000,1066,1617667875,1
1963,3782,"April 5th 2021, 9:11:21.366","April 5th 2021, 9:11:17.000",-4366,0xd4a44c3b50ce9dbafb3520d91f01067f66a2d9dde9d29874684a524d30ade558,0x30b10a714702b2dbb08c74098af2e7689e77e052b92d5623ce190f131a59db01,7,1301114,1301114,1000,1757,1617667877,1
2572,4593,"April 5th 2021, 9:11:24.068","April 5th 2021, 9:11:21.000",-3068,0xfe3d4601cfdc4ed4372c1e944a1d0c710a9cdea494e998119d3b277bb6be564f,0xbc6732678628dddf613ade1f3b0bb1e419229bdeedcb6c609390ffa844f061aa,8,848149,848149,1000,1614,1617667881,1
2070,3250,"April 5th 2021, 9:11:26.117","April 5th 2021, 9:11:24.000",-2117,0xd6590c51e6d5316b781ea4564dcedf9b83ac158cb8f372fdfec8d8948cf72790,0x391293f490552b98bcb362e3e0e09485b9af550e480b6493a98ba23419d8f786,9,765664,765664,1000,1614,1617667884,1
1946,3157,"April 5th 2021, 9:11:26.117","April 5th 2021, 9:11:26.000",-117,0xeeeb8d84dabae34217c0216f1e23be22dadcab68dc59614959f69b2e5ce0918e,0xf126ea027543580510b061111066cd5b96e917912c718c12e8e2b7d761359f06,10,1198245,1198245,1000,1614,1617667886,1
1349,3516,"April 5th 2021, 9:11:26.117","April 5th 2021, 9:11:29.000",2883,0x1147d1c341a3e7333d841a71d64e483acaaa6557f00c7eae789c38aba93a8902,0xb37534530d474b32c76720bc382f79fdcded3e0275e3ff253203c0cc7aa65e86,11,1115712,1115712,1000,1614,1617667889,1
