idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
1001,5485,"April 5th 2021, 9:25:22.290","April 5th 2021, 9:25:17.000",-5290,0x66828f0dd164676910aa05f3e9c4b37ea25dcc4e7f9bee097421c0fb05d26d67,0x73cae5e3d20c97ca7a4f3af1a756c0f49184bdc1a6fc3e37a07c903570999e4b,222,457171,457171,1000,1085,1617668717,1
1590,3220,"April 5th 2021, 9:25:26.063","April 5th 2021, 9:25:22.000",-4063,0xc348283e860df9b55593f2c1f74e92d0b49aa27383c09a1c7ce12f08b33d96f3,0x305f3f8e0815d9fd27ba8d02a63f6cf1418f0365611df2c290964130d35a8edf,223,1012735,1012735,1000,1176,1617668722,1
2452,3712,"April 5th 2021, 9:25:30.250","April 5th 2021, 9:25:26.000",-4250,0x93f16f16ee7a53912c610f0e944d69c80435c297e73e86ab06756c06b3b4c73a,0xd1dad6bb0989c73d8f0115ffa04978216d5f906fc7147bf9d3398e250f4b0bd4,224,164717,164717,1000,1377,1617668726,1
1042,3771,"April 5th 2021, 9:25:33.027","April 5th 2021, 9:25:30.000",-3027,0x464a155fe7671cf185d31c2ad6da47c57a0e0339cf0c73cceb64828cbc70f1eb,0xbfa5edcc9024f99d8f4a1f41b228381578427ae39983ea08fa4607bae5503f09,225,765892,765892,1000,1520,1617668730,1
2443,4788,"April 5th 2021, 9:25:37.406","April 5th 2021, 9:25:33.000",-4406,0x12d079acb6dfc054e796cbef14a7ba42e3db4a352f8a1f6afce57b9b7ca6d487,0x8c20ce0bc04004cdbbfd6ddc9842f0d30184e6821a417d20924f6bb90e2d8fa3,226,169255,169255,1000,1847,1617668733,1
2302,3493,"April 5th 2021, 9:25:40.455","April 5th 2021, 9:25:37.000",-3455,0x70a8173677d816246165e1e750dcf0a102b42091565bcc95d00423567d26d1e6,0x79579d894611f346f1f15dc5c025072b687c3f1460bf957f8d0a7e2d966a10f3,227,971438,971438,1000,1766,1617668737,1
1904,4629,"April 5th 2021, 9:25:43.831","April 5th 2021, 9:25:40.000",-3831,0x8dfacc0203590dc97af9017300acb94e0571576ec6c061c7029ca20e8acf8422,0x4398ce92496884895d2bf56f1c43c0f53569a510e7a88f88d249181c169c822f,228,1053971,1053971,1000,1017,1617668740,1
2593,4135,"April 5th 2021, 9:25:48.399","April 5th 2021, 9:25:43.000",-5399,0xc9f753654a98eba1882f6ba8211ec0902c329edec17ef8cfe8deade3415832c3,0x1487c9778ffb03f7d404b84af61665ae07d86654ce46d63c3dee289f4f463500,229,355052,355052,1000,1017,1617668743,1
2783,3642,"April 5th 2021, 9:25:48.399","April 5th 2021, 9:25:48.000",-399,0xacf8d4a493b3a3543d1ec97591cac7e86ab0cca2ef19260c528f7210431f0ee8,0xc3a4247b95908fafe49de05260ea90076b0c72cb7b1560e89b47dae1a16df763,230,1218557,1218557,1000,1017,1617668748,1
2422,4378,"April 5th 2021, 9:25:48.399","April 5th 2021, 9:25:52.000",3601,0x2d294e883c1bf4b195be0bcaa9e74bfcbb2ad41cc5a61d4ece59ce36bcde25de,0x53cb10627a7e6abc83e5c6ec3cc5bb3f8d5760b5526566e189f13d0b5fa4da39,231,155290,155290,1000,1017,1617668752,1
