idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2881,5328,"April 5th 2021, 9:24:04.830","April 5th 2021, 9:24:01.000",-3830,0x5a8d23753204cefa0f6fe8ef211186f51a9afdd039491a64e14094c32e473d12,0x15c7e4e9e944feb9f591c94108ba38c8ce30be484a69b4e80a20a923ea4804ab,202,1259698,1259698,1000,1179,1617668641,1
2865,4106,"April 5th 2021, 9:24:08.391","April 5th 2021, 9:24:04.000",-4391,0x932332e91dbeb78f7608bd3a50bf2c117a962267b222bde5eb52fbf189169789,0x8e6375b23803a10a170490e375253db67e9a83c038da9b03c53c43970ecbbf82,203,909914,909914,1000,1725,1617668644,1
2508,4554,"April 5th 2021, 9:24:11.308","April 5th 2021, 9:24:08.000",-3308,0x4a2d8a37686b33c17cfba5bde1dc720ac0467c9df12def87d5aa17b16b6c574a,0x6f80db07adaa5dc75273a3715d2730ad997809fc0cfa95630debd2af6e00b0bb,204,1095232,1095232,1000,1300,1617668648,1
2788,5940,"April 5th 2021, 9:24:13.889","April 5th 2021, 9:24:11.000",-2889,0x05aa785f7310b675b5b37f8f934c4d94105447e6ac45b812f3ffd70182d567ae,0x822da9465e7422e523bee63423698be027ec869efe2bd4470e3b773501ce4e81,205,827633,827633,1000,1135,1617668651,1
1288,5742,"April 5th 2021, 9:24:17.522","April 5th 2021, 9:24:14.000",-3522,0x01f9bcafb73083d76fe271d06b96abdd1d984c6839f435b4c51bcbdf5183e684,0x79687fcdf962a87b4fb7d6b96d9a7904754f3843e81e6e4ffdd248068dcca068,206,1177657,1177657,1000,1325,1617668654,1
2485,4212,"April 5th 2021, 9:24:20.720","April 5th 2021, 9:24:17.000",-3720,0xfcbf424f9cf0fdaa1d947cffb1ff8f408b7956a907959dfba4a81d24b1fb925f,0xa9f35b3b8601782c6d4d82fd56788192deb71cc8c0febf8315ee113fc7082812,207,909902,909902,1000,1467,1617668657,1
2752,4843,"April 5th 2021, 9:24:23.292","April 5th 2021, 9:24:20.000",-3292,0xedb7cf147cf86984cfe4cc356a97a7c8e560fe195f739c2ddaa51e7c9405de08,0x391a7875dc133e2645d65cb2dfa24e911967f1d6d539c721b81ca6a62dac1043,208,806901,806901,1000,1521,1617668660,1
2042,5785,"April 5th 2021, 9:24:27.206","April 5th 2021, 9:24:23.000",-4206,0x652a78b44691acedebc5974477814e6f030bd3ac05c8c719ae05cb11cd415bbe,0x826b9863293565772f2f0262ff5641e7a80af495bba28681df5baec972b4da64,209,930406,930406,1000,1521,1617668663,1
1120,4364,"April 5th 2021, 9:24:27.206","April 5th 2021, 9:24:27.000",-206,0xcdd2e5ab85d18a5e307d224826d34ee05e4c8ace12f55a8a1d781ec83c6fe339,0x5dd5d0c8695077272af429cc58bbc0ece5cb6d5127063f4fcbe3ee3d4dd99345,210,1012927,1012927,1000,1521,1617668667,1
1808,3562,"April 5th 2021, 9:24:27.206","April 5th 2021, 9:24:30.000",2794,0xb7d01644551483b79c8c1c9f09e827f49259703cf0b58ca68862d0ca87963871,0xcf48033641501c466c7c3bf697555aa0858fe212e8f72f9c8d8a8d2b46f38495,211,1053983,1053983,1000,1521,1617668670,1
