idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2728,3011,"April 5th 2021, 9:30:20.385","April 5th 2021, 9:30:17.000",-3385,0x0cd10e07eef6cf5a0c80372ed033ec4461eb51d10c5a60f04b4468d7c037f40a,0xb4080f34a5dd6ec8ee47293e2eab4decf907aa4a41df69ab874c14ee331ea1c9,292,889277,889277,1000,1618,1617669017,1
2910,4995,"April 5th 2021, 9:30:23.656","April 5th 2021, 9:30:20.000",-3656,0xf519877ec0eaffa4ba5d1071ba93ca0fc292bcbeca2d72837d0a4459352a36a3,0x8973bde55a60f4473bc3ff7969c203d834d2e3a668371e704927b6bbb073d211,293,930574,930574,1000,1872,1617669020,1
1968,3600,"April 5th 2021, 9:30:27.647","April 5th 2021, 9:30:23.000",-4647,0x13732462edcca78f6b1146f998bee723a2a0a3ae65cf88cd97355606e2cc98a1,0x1539e0974b8372079d23116c42a65837c447d414f291a6b2ab35c26dbab631db,294,992314,992314,1000,1238,1617669023,1
1483,3518,"April 5th 2021, 9:30:32.240","April 5th 2021, 9:30:27.000",-5240,0x5d863df74e98f26c317588ba1249d646861be4fdf93d0091a9f6fb5fec0140bc,0x793382f70dc7fbdc3dae4d7f90e1190c2bb6b452763c350687e85c1fc70b7332,295,1115760,1115760,1000,1584,1617669027,1
2307,3479,"April 5th 2021, 9:30:36.640","April 5th 2021, 9:30:32.000",-4640,0x63abf0fb54b2f1d072da6504df2b30a3986f43d3dc12ae84d68a1b9b62a9e25d,0xfa4bdeb850fb410a24b4e85b489ef4dee1722778185732485992ae1c00f554fe,296,1280442,1280442,1000,1457,1617669032,1
1752,3724,"April 5th 2021, 9:30:39.280","April 5th 2021, 9:30:36.000",-3280,0x2c56f70d7060fc021f2c1033c6a30531e757c034e4af09486fbabe68683d2f30,0xf9038fbc82b6996e86506064df28c4b448341ede176ec903d52a873320274562,297,868749,868749,1000,1796,1617669036,1
1689,3229,"April 5th 2021, 9:30:44.088","April 5th 2021, 9:30:39.000",-5088,0xaaf4ef6d658c388266c87a759382f68d1d63932aae1493275fed9e24e519f056,0x42e4a0529cf640c6504f7d7544500dad65059e3e393044eee4118645b184f281,298,330148,330148,1000,1140,1617669039,1
1813,5434,"April 5th 2021, 9:30:47.137","April 5th 2021, 9:30:44.000",-3137,0x650ab4571de9325fa4df3c98cfb8a5f528a5a177a1ab52ba6c8739bb05354de8,0x20a59442c2c7fb32c21b3bdde25ba466a9c6b43bfa6f666b400dbebb3db25d72,299,307807,307807,1000,1140,1617669044,1
2583,4173,"April 5th 2021, 9:30:47.137","April 5th 2021, 9:30:47.000",-137,0x03b26dd78083ccf201a4537fb2b18e876177e2b3e23497ff455c3b12f581724d,0xb3c1fc4a8db40f529818745b3a51f3731078e666d76ed3b640b5024d99c3dc9a,300,1239121,1239121,1000,1140,1617669047,1
1665,4343,"April 5th 2021, 9:30:47.137","April 5th 2021, 9:30:51.000",3863,0xb713e89783f5220bbdf448a2e4f22b84579eabf5fa91ef896e96a88de6cd4ab7,0x3f80bba31163b2d6ef18481b96805f731e7ba245bc5c67349a1a9a2f4b542e8a,301,806961,806961,1000,1140,1617669051,1
