idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2258,3834,"April 5th 2021, 9:20:10.790","April 5th 2021, 9:20:07.000",-3790,0x350a2a54812e029628612064527c0f464c7db9dcb4a9f98fe563efc155493c86,0x4569235814a21597dabac5d9c1e1a4feddc57764a7bdcecc9fdc103451fad24c,142,910046,910046,1000,1501,1617668407,1
2403,3708,"April 5th 2021, 9:20:14.229","April 5th 2021, 9:20:11.000",-3229,0x5de660f3e6b04cf4b21b9568d645ab2e079c45da8152803d0de63cef8ad86d05,0x9de6775eae5398f8094cb11bac403e7d43792f7b2bc4e7521b7d9777a225ada8,143,806829,806829,1000,1953,1617668411,1
2066,5537,"April 5th 2021, 9:20:17.043","April 5th 2021, 9:20:14.000",-3043,0x3125d587461b4dbe2cf5775979feccd8a54147891961decef3ecf0509fadf81e,0x77c9fab2643053fdbce89b1d7ab40e250d45a4c379b288292f38569e2f2e37d2,144,889193,889193,1000,1511,1617668414,1
2691,3874,"April 5th 2021, 9:20:19.939","April 5th 2021, 9:20:17.000",-2939,0x397f0ae8b68069e45e28ac16240258cf44fc5a493b8e8deeb764c7ec098a6a5b,0x576a64bb16cd09078387150867ccb6c013893d340f9c060802fbd7524e9cc134,145,1033539,1033539,1000,1164,1617668417,1
1417,4706,"April 5th 2021, 9:20:23.668","April 5th 2021, 9:20:20.000",-3668,0x8e67cda377e73c5986cd4480ea04ce16ce4530f368f9dcce26d146f98b00c743,0x0dcab7cff9e14788be3b3cceb143bb33aa0bfedeefd6c1596e8c3e94b70335dc,146,1342027,1342027,1000,1858,1617668420,1
1827,5760,"April 5th 2021, 9:20:26.854","April 5th 2021, 9:20:23.000",-3854,0x83cdb0a373072f5e1c7eaaa86fa4f72ec2e4a8d0b4b701f033cb8275a5730e0f,0xce62f729ddc18ce43f0515e390fa270ff31ae454e8fb4f3fa7d6c4b5346a0efd,147,1053863,1053863,1000,1585,1617668423,1
1570,3968,"April 5th 2021, 9:20:29.698","April 5th 2021, 9:20:27.000",-2698,0x00283c85d256d7b0b20e107c905157e25ee6dd309a9488526fd28de0e65936be,0x45a9731c4eeaac4eba969b72838365c8fac7a73a8bf568c3660663d08ea40872,148,827453,827453,1000,1056,1617668427,1
1370,5324,"April 5th 2021, 9:20:33.668","April 5th 2021, 9:20:29.000",-4668,0x2011774d8711b360b15b93d9e31cccf1cb3bf394f9cc382e7f46111f56a6bedf,0x9c67c8be2e99de47eb00fc711303ed0a1bf38707a0611f20d10bf76dc1681cff,149,1280274,1280274,1000,1056,1617668429,1
1641,4903,"April 5th 2021, 9:20:33.668","April 5th 2021, 9:20:33.000",-668,0x4470359da23e4b8b1b0fa72afc35f65070bcd36bad23435dd8b3dcca236fd849,0xec9f0ebd588400757718d5a650e16aff5e00a0b460bd12c0096edbba34dd512e,150,1095160,1095160,1000,1056,1617668433,1
2813,3084,"April 5th 2021, 9:20:33.668","April 5th 2021, 9:20:37.000",3332,0x88d3bbd1923ff84b213541a04e7e611c59d110eaf8b130f034aeac3766b8ba3a,0xcc65034f531f0045d0f4ff6f1575cd09de8a7601fb13e1ece0062378666c5126,151,745340,745340,1000,1056,1617668437,1
