idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2049,3539,"March 26th 2021, 10:39:19.681","March 26th 2021, 10:39:19.000",-681,0xe045e012efa89fbcf3e34f7a28bd3714d994ddcbf9fa5eb099c00fa971a928aa,0x8ca077114206e3f647bd01a2785694dbb58834834faccd4fe5cdbaaaeaa12443,916,107097,107097,1000,64,1616809159,1,239
2350,3930,"March 26th 2021, 10:39:20.045","March 26th 2021, 10:39:19.000",-1045,0x7cc570d42b530674f87b43dd181c020a14461246fa0935949753eff61189aacf,0x7a4fbf0eef942590c813c3bc1deb24ca8565c23c69219094cc67db1a94649478,917,57897,57897,1000,64,1616809159,1,328
1859,3672,"March 26th 2021, 10:39:20.423","March 26th 2021, 10:39:19.000",-1423,0x2dafad94f430d956e020c346e573585f3900c401994f2c36b9ddf50c430452f5,0x1966c58710a8efb7d4e75328c3e1c4632d89c694a808d30bf05963b9cdb12296,918,57897,57897,1000,64,1616809159,1,356
1443,3634,"March 26th 2021, 10:39:20.894","March 26th 2021, 10:39:20.000",-894,0xdcdaa4d3bbd57f294a9572a1fcfc9d6067c16700393eaf0068c7e4903bcfbaf9,0x526b102f2c7f88a10de39f8f3ddb5f5b6ddddcca0e500dbbd5aa313227386e0e,919,107097,107097,1000,64,1616809160,1,386
1633,3037,"March 26th 2021, 10:39:21.458","March 26th 2021, 10:39:20.000",-1458,0x4bd072e2b1c838c3fc069f88037baca698d687abfeafa83300e299b65ab66d9f,0x82c216318cad776be768cda3d10619befdd0f8c973b780f53d8e546b00e437ed,920,107097,107097,1000,64,1616809160,1,337
1983,3439,"March 26th 2021, 10:39:21.838","March 26th 2021, 10:39:21.000",-838,0x4cf6da25f339d93ca8096e31299319d6e54a37edc2afd289ff7ccb1f7e54ba7c,0x53a33db624321190cfec4b4bf14915eea60831be2f92898dbaee789234f71958,921,57897,57897,1000,64,1616809161,1,271
2065,3029,"March 26th 2021, 10:39:22.219","March 26th 2021, 10:39:21.000",-1219,0x0fc2b6d0ed3b97cb2974d9e65e46f088675aa6104c0e6f8bc074702914c2fe6f,0x58ee99aac896bc202913e905eef9c6fc9ce89b30dc8f91c1c2140cf31ca9f118,922,107097,107097,1000,64,1616809161,1,285
1536,3298,"March 26th 2021, 10:39:22.626","March 26th 2021, 10:39:22.000",-626,0x175b4208c3054aad947a20ca3d6d55dee29de79e0d65fde23e6ad76fe85b26e1,0x44a86531a5f9b969447bccdb5928ca9dd28d32978e8d88837368410e1074f8b4,923,107085,107085,1000,64,1616809162,1,254
2578,3272,"March 26th 2021, 10:39:22.626","March 26th 2021, 10:39:22.000",-626,0x102b055f76d4e43b0a3c16b892001c0aff0aa61b785b9ff051f02dab1cdf3978,0x62eb354d4bd122a2efb75442e94030316fa3fe9086803435d0b40bf3241d9a6c,924,57897,57897,1000,64,1616809162,1,583
2511,3785,"March 26th 2021, 10:39:22.626","March 26th 2021, 10:39:22.000",-626,0xad108b3894b640e2cad7f8b8766d03833e82ec54f9764c52eb74354a1b8bb1fc,0xda609445b03ba428eda5212f66902465c4527aeadb7f33e22d874af662a4fede,925,57897,57897,1000,64,1616809162,1,615
