idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2409,3546,"April 5th 2021, 9:54:35.039","April 5th 2021, 9:54:34.000",-1039,0xe875e5053c29f15e59266e9f8ba3e35ba6bd7b99b5ec03d6695e5c391d525481,0xdec23c5494c92e271df4310285bdf8fbb61008e1ad3970972da2183dc4969b6e,292,107097,107097,1000,64,1617670474,1,695
2073,3791,"April 5th 2021, 9:54:35.993","April 5th 2021, 9:54:35.000",-993,0xdd71ab4d4913f25165db969892cb221bb31acf5ddd4b6a348829fe7c5936f931,0x8dcb70e6d938ce78dfb0031a02a5503f7734c874e819cf3d7e4ccb628b9ffb62,293,107097,107097,1000,64,1617670475,1,446
2881,3627,"April 5th 2021, 9:54:36.836","April 5th 2021, 9:54:35.000",-1836,0xb9ca7ff9e14655cc085aa778337415a2f7e834b545f4177d5e77e61ab085ea27,0x9376f2e7b292a270a7ae929bf93ed210085085c7cc7000f54de6031548576b90,294,107097,107097,1000,64,1617670475,1,459
2560,3577,"April 5th 2021, 9:54:37.563","April 5th 2021, 9:54:36.000",-1563,0x9f303ac450de6cf24e03a1d355cdc92c29f55913a5f24dc297c0dd0ec6d0c4be,0xe41065f545afb2dab1aea771379d39a1b6982861e3e57f044ca330e4497c0dd8,295,107085,107085,1000,64,1617670476,1,521
2927,3032,"April 5th 2021, 9:54:38.113","April 5th 2021, 9:54:37.000",-1113,0xbe0ff9f398d266a1d03b439858b1ea4d589b7bb21be886a3e831c66a892fdfa1,0x8c30d47fd1f81d70acb6b192b6c8e45084cb030722bb8550a6ab9185de282b0b,296,107097,107097,1000,64,1617670477,1,583
1483,3989,"April 5th 2021, 9:54:39.333","April 5th 2021, 9:54:38.000",-1333,0x1021a57d7c6c7e0dac1ffd25616607fb0ef9c7420fb27a9c3ef7b8adc891b28f,0x249e41d05fe05d38487e3ba229680048f255b12e5e6d10fb36a74df4805f842c,297,107097,107097,1000,64,1617670478,1,435
2519,3048,"April 5th 2021, 9:54:40.242","April 5th 2021, 9:54:39.000",-1242,0x76b8c21dc49f161ef30926803c2e739cccbe3b7dcfe4b3fd2438c3ab535e0cfc,0x327b892231c2133ffda607f3b3a1863f5ea67b4dfd7e80a6956687e44747336c,298,107097,107097,1000,64,1617670479,1,335
1501,3446,"April 5th 2021, 9:54:40.785","April 5th 2021, 9:54:40.000",-785,0x208e5637e618df5dfd9a9d91a617515b2a508a6b6094b388654d2ebb092b9c25,0xd86fb4139e2f9a33257de0e231bf597db475f9597e4774b809122c7920101492,299,107097,107097,1000,64,1617670480,1,438
1951,3135,"April 5th 2021, 9:54:40.785","April 5th 2021, 9:54:40.000",-785,0x83087fa0f964173ef93d7e9f0747b1ac95b3790d9a6c0f5978cb0932d43d8707,0xd51eab5a318f17517c946cf276819f15ecd0699fdf51f6fef8a1acfdd338ff1c,300,57897,57897,1000,64,1617670480,1,1267
1926,3799,"April 5th 2021, 9:54:40.785","April 5th 2021, 9:54:41.000",215,0xb5d202f9c29b6c5bd82034f7375f0768e6e47637f6aeb4a1544e3758af274141,0x6c9cd252b98edb00855599eeb8bd4af6d915f8f871772f9b685bd9bf3c5a7ad3,301,57897,57897,1000,64,1617670481,1,1316
