idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2399,3324,"March 24th 2021, 10:26:49.616","March 24th 2021, 10:26:37.000",-12616,0xfaae6169f5e235ff2dbdb637cfa8832e8d8882687178e57ea9c1fddfe57fe090,0x0bb5a582a1346d4da8b5dfd1be5cf36d886274b3d76561064e409b68c0ef9d98,63,3998187,3998187,1000,5280,1616635597,1
2696,5000,"March 24th 2021, 10:27:02.156","March 24th 2021, 10:26:49.000",-13156,0x329816cff69853220fa6980106b349bc5e05e95d2ccd12c517fda258343bdcf9,0x8224781b00b4ee4ca14444190b6bfd5d49f915f5d55e21b02b4dd1534cd3781b,64,1972862,1972862,1000,6617,1616635609,1
1500,3145,"March 24th 2021, 10:27:12.046","March 24th 2021, 10:27:02.000",-10046,0x8c5915fa9a8e61ed182273ffeddec0d1ee49305d4f48787530c8695b05feaae3,0x862a38e97512d72441d09aacb1812b8db30d220467791cae49bafa3234485220,65,3195312,3195312,1000,6238,1616635622,1
2667,3460,"March 24th 2021, 10:27:23.544","March 24th 2021, 10:27:12.000",-11544,0x2de33078d6c890d3f8e69d96ad6bfbaf6162cedbf18dd00ce4be3690fea64d4d,0xc08a3714e607fcaa73d70b891ff78803bfb1ef428d3e710e4e8d6d0cc05fa788,66,3463012,3463012,1000,5044,1616635632,1
1108,4482,"March 24th 2021, 10:27:37.924","March 24th 2021, 10:27:23.000",-14924,0x267f515a1db37a8851c09421237f5921f4ffefc21393f0eee12660c4504f1c62,0x262f4c264b656270b7568b8f9ed9d8c427dc542d645d3a7f530f518a6f99ec6e,67,4327656,4327656,1000,6533,1616635643,1
2823,5040,"March 24th 2021, 10:27:51.433","March 24th 2021, 10:27:37.000",-14433,0x41ae222decb750ffbfc00a3b6d2726764878f20dabadec41d7538f6efb202428,0x56e2c398408329aadf77078ecd9adaee19102c4c763cdfea6576b6f190e26e92,68,4080651,4080651,1000,6688,1616635657,1
2722,3911,"March 24th 2021, 10:28:01.989","March 24th 2021, 10:27:51.000",-10989,0x8c6112e15ea58b7a29047ce744b6eec16665f95f0c464f727aa3860f03d4a652,0xf5d87f4ab61cdfcf67f08bb9628f0b09b6159073baa9736ef2272cf43d9f6493,69,3318748,3318748,1000,6811,1616635671,1
1501,5033,"March 24th 2021, 10:28:14.826","March 24th 2021, 10:28:02.000",-12826,0x8965bc7fc43da447e04b6bd3291e3907e320de5d798a48b3c6b467d2c1c9dfd2,0x5e2675554f9946a6f0e920604622aed323c1a739a1412cd1eab2b33c25dd5cd9,70,4286239,4286239,1000,6811,1616635682,1
2593,5419,"March 24th 2021, 10:28:14.826","March 24th 2021, 10:28:14.000",-826,0x695161a777f437a00f72e5ff33253472726d0b3e499aa90fe3ce07f665a5ae81,0xb8bf33aa5dbb5a2f91197312ffa065ec873cb4700671407e6d68ca83269a4ad5,71,4368918,4368918,1000,6811,1616635694,1
2361,5176,"March 24th 2021, 10:28:14.826","March 24th 2021, 10:28:29.000",14174,0x63804dadc58addb41100baa3a67942fa5925d81b3890341aba8b171be51615d0,0x82007a241c3a8a36e46998f16e52e8facef0731af34046ff31c7cb0dc6966995,72,4451214,4451214,1000,6811,1616635709,1
