idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
2457,3329,"March 27th 2021, 10:49:53.272","March 27th 2021, 10:49:52.000",-1272,0x121275f45097e0d8fd1a318df06dde31e45458a78615100fdde43e486cc3d107,0xe8cd8e72da4f3882800750c11889f5e5a2436fa00982a1f27221519b2021066c,1415,57897,57897,1000,64,1616896192,1,617
1337,3150,"March 27th 2021, 10:49:54.320","March 27th 2021, 10:49:53.000",-1320,0xe7b899889e9c92cb301aca237bf504c3113ef3210f57ddc269d7eeb13de122c8,0x4df2385ad19909e5293576ef79da656987a29b451bdb85d616759af26443615c,1416,57897,57897,1000,64,1616896193,1,582
2693,3350,"March 27th 2021, 10:49:55.144","March 27th 2021, 10:49:54.000",-1144,0xc17e47c928fb0f6bf6eb57b0598368afa570d397d645b279b73903434f2f1091,0x82244a0a984d0421550b7a8443425cf68175ea9b6e89ca53a98305a0397fdabb,1417,57897,57897,1000,64,1616896194,1,562
2347,3744,"March 27th 2021, 10:49:56.058","March 27th 2021, 10:49:54.000",-2058,0x2ff349568216d9bd75ccc80709e71042d7ab2b5b37956c88404c5b73a44ff1d0,0x7ebd234e7472e5225de449b23dd4463160b2c40f7b0d5ed1ff4a7ecd4105a919,1418,57897,57897,1000,64,1616896194,1,515
1415,3622,"March 27th 2021, 10:49:56.774","March 27th 2021, 10:49:55.000",-1774,0x6414cff0cf6162049651001391e6d1e074a2afb2c4918f7153a9c6d453a009f1,0xea0ba8342497403f3021735978d2f0548a998a3b0f11fe2f3d79fa2869a0de0e,1419,57897,57897,1000,64,1616896195,1,665
2146,3757,"March 27th 2021, 10:49:57.799","March 27th 2021, 10:49:56.000",-1799,0xe294e405da3bc3cf40ec23a3871c39b00d7abc22b0d6188ef363d08d35aab40a,0xc5ff1548788a6acc4af778a7af92d7e852dc5b5511a0adbc2b3b7e80cae082be,1420,57897,57897,1000,64,1616896196,1,514
2060,3382,"March 27th 2021, 10:49:58.524","March 27th 2021, 10:49:57.000",-1524,0x134be411b766366fee92c10f4545157b7b9795a1e672b3fad9c590b149fa90b8,0x21954d1cc360414f6eb9002bef526033b5402276dc3509adba0cee7bb23292a8,1421,57897,57897,1000,64,1616896197,1,485
2685,3018,"March 27th 2021, 10:49:59.217","March 27th 2021, 10:49:58.000",-1217,0x3e9ff6c38a108f00ab8661e3a11bfb44a95ee15ec3230fc2ce75c0cfd3eff1db,0x47696d7fe09c832eee6efb44bb15d4822fdd0d10475f5032375e44a4a2f7c658,1422,107097,107097,1000,64,1616896198,1,628
1023,3928,"March 27th 2021, 10:50:00.155","March 27th 2021, 10:49:59.000",-1155,0xae68216325d8d8f3efb1a6d92224c820858c7d2076219ece0a463d20e608d003,0x212bc7419f3362685e93390d6c6a3c87d814f30693686a1ac358d0871ab3541f,1423,107097,107097,1000,64,1616896199,1,613
2069,3689,"March 27th 2021, 10:50:00.976","March 27th 2021, 10:49:59.000",-1976,0x69862d3e371a4503d10f6ca0ca573d0135410cf84a883a73e9090fa84c2bf19f,0xbd5d501719a975d531cf64e08abfcb888164c0d32a646cd07d847314005c7d89,1424,57897,57897,1000,64,1616896199,1,504
2040,3387,"March 27th 2021, 10:50:01.821","March 27th 2021, 10:50:00.000",-1821,0x68da84a60d497be6f606880758ce06b7773275f4b8e4e290e650131746967596,0x22e99fa20f3d70825c5b5c8a2475c610756f5221c470d07dd93df568b15a0f33,1425,107097,107097,1000,64,1616896200,1,598
1069,3810,"March 27th 2021, 10:50:02.831","March 27th 2021, 10:50:01.000",-1831,0x2e001381d1ab8f844aa82f105e397d59dbca250b6316bb3cdd8452a781104a3b,0x2824f549b595c48b932157b4bb703e79b3ef82140b87d5d2f027007473791c07,1426,107097,107097,1000,64,1616896201,1,605
1022,3697,"March 27th 2021, 10:50:03.642","March 27th 2021, 10:50:02.000",-1642,0xd3acbf4ddfc2fcdeab3cb72279885e8a196457105acce14a0a5bf3fa80b72a44,0x2fed7528e86f4c9fc3405a9c2127a1de9cc671e719d571fe8468c6fb3f623acb,1427,57897,57897,1000,64,1616896202,1,583
2253,3796,"March 27th 2021, 10:50:04.559","March 27th 2021, 10:50:03.000",-1559,0x2e8d4b51e3c1c13fd284d92e771b8ed2778beeaed22d1e7d3b8a184c636bd1dc,0x9ef37d19d2ad28d77f7030c18fb094da5a38f91e24b787e49a83e5a88f2dd798,1428,57897,57897,1000,64,1616896203,1,543
