idRegister,idUser,startInsertTime,endInsertTime,timePublication,transactionHash,blockHash,blockNumber,gasUsedTransaction,gasUsedBlock,size,bytes_media,timestamp,numberTransactions
1960,5805,"March 25th 2021, 7:40:50.120","March 25th 2021, 7:40:36.000",-14120,0x99c2c5dd4d912d17b8d4e0a8a5b9d8eed3414ba706d2a293ce5bb6970d5d8c65,0x6799dd433ee48a7935ee19dd14341211f7728fe94b5d3b19b5f4d4c9f30dd9a1,1352,2124492,2124492,1000,3321,1616712036,1
1005,4522,"March 25th 2021, 7:41:05.382","March 25th 2021, 7:40:50.000",-15382,0x08fdfca614b710785daa5a4432ee3636d816c1ed2bee8bd9387d1b5e23cfc790,0x2bfab503041a2959ae7bb6500c1291eb2ffa992cc8c96022761ea42a965e6332,1353,2350977,2350977,1000,3185,1616712050,1
2461,3569,"March 25th 2021, 7:41:16.194","March 25th 2021, 7:41:05.000",-11194,0x0cd9b06598f94ecb7d34082a079c1fc25a9090d4ec1321158f17f4c0b9da150e,0x51833185a381e010f0a675ef6b8b46a2cb51b426dbcae002db52df36d399ac72,1354,413474,413474,1000,3749,1616712065,1
2260,3574,"March 25th 2021, 7:41:31.290","March 25th 2021, 7:41:16.000",-15290,0x620c99bbd2060ddcf95309609303e1849fce08b577498b83cedfecc06a5d10a3,0xe49e96372ded899e799f780121a762ff1ea1c22dacd766f71817e24274948485,1355,1232026,1232026,1000,3208,1616712076,1
1895,4898,"March 25th 2021, 7:41:48.526","March 25th 2021, 7:41:31.000",-17526,0x2f861c737fcb10193346899edc04ffd2e9cb5be4ce95003fda5f40e809ff780c,0xa0187922c56995a02ad04da91650045bca7f1acd696171825fea2c952bd97352,1356,368001,368001,1000,3309,1616712091,1
2546,5969,"March 25th 2021, 7:42:02.472","March 25th 2021, 7:41:48.000",-14472,0xf6fe34df151de2d6ef185d28bd9aa34a3085c4c2b8fcf1a96601ab91c4d993b5,0x566389a25023c1be8351275831ad0f9693097b0163cfec0f113f12b6dc9bf458,1357,1505025,1505025,1000,2144,1616712108,1
1736,5314,"March 25th 2021, 7:42:18.147","March 25th 2021, 7:42:02.000",-16147,0xcf77c0eaa912959c5021cc9b21181f83abf19582da57732297642c64d180b5a6,0xbff36b930a291a1862ca5f005f3574755933b3dbe07a3d6e9e3996210d02fb89,1358,900057,900057,1000,3904,1616712122,1
2913,3035,"March 25th 2021, 7:42:37.319","March 25th 2021, 7:42:18.000",-19319,0xcb699bbf847260a366234835dbc488144ee4649b9d67ed81fc98b707cf58f3e2,0xfce567b739d53cf9666b23bc81662bde86cecb5270abdd3e19cf9f75ee38b222,1359,423079,423079,1000,3100,1616712138,1
1112,4601,"March 25th 2021, 7:42:49.365","March 25th 2021, 7:42:37.000",-12365,0xb5fe8aa23814ed69ec33b016d699867e25fc27e7eb387540e2c7b9a0a363307f,0x6cdf6ca59aa9e793d84948761f8e2d76a78e195393665f9845309689cf85e4b8,1360,306024,306024,1000,3665,1616712157,1
2952,4009,"March 25th 2021, 7:43:06.574","March 25th 2021, 7:42:49.000",-17574,0x3e3e5eab02bf8ff9177f1376d9c55490a8b1ffa3cb2767d5d71e92748c4c8fa2,0xe76012a5bc95c864c84baca22c255d283a9ad7b3044dd8e6dc7326804bb61783,1361,2577703,2577703,1000,3934,1616712169,1
2517,4515,"March 25th 2021, 7:43:20.592","March 25th 2021, 7:43:06.000",-14592,0xe3305529e0f22b2a40cf3549001c62162dcda92603eb4fd03058978c018cbd0a,0x4dc99f629372dbf17b5566757f3844c831a1aab0219dece47ef36a7d1f696ada,1362,2062943,2062943,1000,2720,1616712186,1
1794,3175,"March 25th 2021, 7:43:35.004","March 25th 2021, 7:43:20.000",-15004,0xf4e40ac695ec53d513cfc170284942e3a9fe81b588e120245018f5942314a78d,0x5fd13131f1b4c8c943c0cb5db00258144f406cb89797c3840501cbfb577de7e2,1363,1353403,1353403,1000,3203,1616712200,1
1573,4410,"March 25th 2021, 7:43:52.861","March 25th 2021, 7:43:35.000",-17861,0x2501c5f9db09965e7b208a6ff430da24eba6971b563ac936b38c53b2cc56905b,0xf257fa673e33fc8c0be97ee1934def0e8686efb99277b4cd266cb7cbeb499436,1364,1143267,1143267,1000,2501,1616712215,1
1367,5913,"March 25th 2021, 7:44:04.712","March 25th 2021, 7:43:52.000",-12712,0xec34162634b62170f53d97ca3f707f7631178f2e88f3c43e1c138831b00b8237,0x761f395c4cc47cf053bd5764b07ddf8f87b102ea1b6758db638a19939083b95f,1365,1815930,1815930,1000,3351,1616712232,1
